,Season,Game_ID,Game_Date,Away_Team,Home_Team,Country,Rounded Viewers
7454,2016-17,21600058,11/2/2016,HOU,NYK,C25,1
7455,2016-17,21600058,11/2/2016,HOU,NYK,C12,200
7456,2016-17,21600058,11/2/2016,HOU,NYK,C37,1
7457,2016-17,21600058,11/2/2016,HOU,NYK,C179,3
7458,2016-17,21600058,11/2/2016,HOU,NYK,C135,21
7459,2016-17,21600058,11/2/2016,HOU,NYK,C21,11
7460,2016-17,21600058,11/2/2016,HOU,NYK,C100,6
7461,2016-17,21600058,11/2/2016,HOU,NYK,C159,1
7462,2016-17,21600058,11/2/2016,HOU,NYK,C178,2
7463,2016-17,21600058,11/2/2016,HOU,NYK,C136,4
7464,2016-17,21600058,11/2/2016,HOU,NYK,C66,5
7465,2016-17,21600058,11/2/2016,HOU,NYK,C155,880
7466,2016-17,21600058,11/2/2016,HOU,NYK,C56,68
7467,2016-17,21600058,11/2/2016,HOU,NYK,C85,18
7468,2016-17,21600058,11/2/2016,HOU,NYK,C134,34
7469,2016-17,21600058,11/2/2016,HOU,NYK,C211,217
7470,2016-17,21600058,11/2/2016,HOU,NYK,C90,1
7471,2016-17,21600058,11/2/2016,HOU,NYK,C130,119
7472,2016-17,21600058,11/2/2016,HOU,NYK,C219,2
7473,2016-17,21600058,11/2/2016,HOU,NYK,C41,162
7474,2016-17,21600058,11/2/2016,HOU,NYK,C154,604
7475,2016-17,21600058,11/2/2016,HOU,NYK,C2,18
7476,2016-17,21600058,11/2/2016,HOU,NYK,C143,830
7477,2016-17,21600058,11/2/2016,HOU,NYK,C64,4
7478,2016-17,21600058,11/2/2016,HOU,NYK,C76,2
7479,2016-17,21600058,11/2/2016,HOU,NYK,C40,6
7480,2016-17,21600058,11/2/2016,HOU,NYK,C70,1
7481,2016-17,21600058,11/2/2016,HOU,NYK,C75,387
7482,2016-17,21600058,11/2/2016,HOU,NYK,C105,25
7483,2016-17,21600058,11/2/2016,HOU,NYK,C149,2
7484,2016-17,21600058,11/2/2016,HOU,NYK,C218,206
7485,2016-17,21600058,11/2/2016,HOU,NYK,C156,11
7486,2016-17,21600058,11/2/2016,HOU,NYK,C23,49
7487,2016-17,21600058,11/2/2016,HOU,NYK,C141,49
7488,2016-17,21600058,11/2/2016,HOU,NYK,C103,47
7489,2016-17,21600058,11/2/2016,HOU,NYK,C165,33
7490,2016-17,21600058,11/2/2016,HOU,NYK,C80,72
7491,2016-17,21600058,11/2/2016,HOU,NYK,C53,10
7492,2016-17,21600058,11/2/2016,HOU,NYK,C26,15
7493,2016-17,21600058,11/2/2016,HOU,NYK,C140,2
7494,2016-17,21600058,11/2/2016,HOU,NYK,C191,359
7495,2016-17,21600058,11/2/2016,HOU,NYK,C161,2
7496,2016-17,21600058,11/2/2016,HOU,NYK,C146,18
7497,2016-17,21600058,11/2/2016,HOU,NYK,C6,2
7498,2016-17,21600058,11/2/2016,HOU,NYK,C203,13
7499,2016-17,21600058,11/2/2016,HOU,NYK,C54,1
7500,2016-17,21600058,11/2/2016,HOU,NYK,C22,1
7501,2016-17,21600058,11/2/2016,HOU,NYK,C186,3
7502,2016-17,21600058,11/2/2016,HOU,NYK,C215,267
7503,2016-17,21600058,11/2/2016,HOU,NYK,C144,6
7504,2016-17,21600058,11/2/2016,HOU,NYK,C95,4
7505,2016-17,21600058,11/2/2016,HOU,NYK,C9,375
7506,2016-17,21600058,11/2/2016,HOU,NYK,C133,8
7507,2016-17,21600058,11/2/2016,HOU,NYK,C142,1
7508,2016-17,21600058,11/2/2016,HOU,NYK,C18,9
7509,2016-17,21600058,11/2/2016,HOU,NYK,C160,1
7510,2016-17,21600058,11/2/2016,HOU,NYK,C72,174
7511,2016-17,21600058,11/2/2016,HOU,NYK,C132,2
7512,2016-17,21600058,11/2/2016,HOU,NYK,C120,2
7513,2016-17,21600058,11/2/2016,HOU,NYK,C97,30
7514,2016-17,21600058,11/2/2016,HOU,NYK,C107,2
7515,2016-17,21600058,11/2/2016,HOU,NYK,C83,29
7516,2016-17,21600058,11/2/2016,HOU,NYK,C47,644
7517,2016-17,21600058,11/2/2016,HOU,NYK,C117,245
7518,2016-17,21600058,11/2/2016,HOU,NYK,C10,132
7519,2016-17,21600058,11/2/2016,HOU,NYK,C158,19
7520,2016-17,21600058,11/2/2016,HOU,NYK,C98,1
7521,2016-17,21600058,11/2/2016,HOU,NYK,C8,53
7522,2016-17,21600058,11/2/2016,HOU,NYK,C225,107
7523,2016-17,21600058,11/2/2016,HOU,NYK,C27,2
7524,2016-17,21600058,11/2/2016,HOU,NYK,C110,3
7525,2016-17,21600058,11/2/2016,HOU,NYK,C77,51
7526,2016-17,21600058,11/2/2016,HOU,NYK,C20,8
7527,2016-17,21600058,11/2/2016,HOU,NYK,C131,51
7528,2016-17,21600058,11/2/2016,HOU,NYK,C147,1
7529,2016-17,21600058,11/2/2016,HOU,NYK,C150,330
7530,2016-17,21600058,11/2/2016,HOU,NYK,C209,17
7531,2016-17,21600058,11/2/2016,HOU,NYK,C68,10
7532,2016-17,21600058,11/2/2016,HOU,NYK,C162,12
7533,2016-17,21600058,11/2/2016,HOU,NYK,C185,869
7534,2016-17,21600058,11/2/2016,HOU,NYK,C210,3
7535,2016-17,21600058,11/2/2016,HOU,NYK,C119,3
7536,2016-17,21600058,11/2/2016,HOU,NYK,C86,272
7537,2016-17,21600058,11/2/2016,HOU,NYK,C33,281
7538,2016-17,21600058,11/2/2016,HOU,NYK,C49,652
7539,2016-17,21600058,11/2/2016,HOU,NYK,C30,1
7540,2016-17,21600058,11/2/2016,HOU,NYK,C69,127
7541,2016-17,21600058,11/2/2016,HOU,NYK,C153,24
7542,2016-17,21600058,11/2/2016,HOU,NYK,C157,2
7543,2016-17,21600058,11/2/2016,HOU,NYK,C207,185
7544,2016-17,21600058,11/2/2016,HOU,NYK,C61,4
7545,2016-17,21600058,11/2/2016,HOU,NYK,C152,17
7546,2016-17,21600058,11/2/2016,HOU,NYK,C79,91
7547,2016-17,21600058,11/2/2016,HOU,NYK,C114,1230
7548,2016-17,21600058,11/2/2016,HOU,NYK,C106,255
7549,2016-17,21600058,11/2/2016,HOU,NYK,C181,331
7550,2016-17,21600058,11/2/2016,HOU,NYK,C202,91
7551,2016-17,21600058,11/2/2016,HOU,NYK,C32,3
7552,2016-17,21600058,11/2/2016,HOU,NYK,C168,21
7553,2016-17,21600058,11/2/2016,HOU,NYK,C137,7
11736,2016-17,21600087,11/6/2016,UTA,NYK,C19,1
11737,2016-17,21600087,11/6/2016,UTA,NYK,C113,10
11738,2016-17,21600087,11/6/2016,UTA,NYK,C126,1
11739,2016-17,21600087,11/6/2016,UTA,NYK,C163,11
11740,2016-17,21600087,11/6/2016,UTA,NYK,C73,2
11741,2016-17,21600087,11/6/2016,UTA,NYK,C74,1
11742,2016-17,21600087,11/6/2016,UTA,NYK,C128,1
11743,2016-17,21600087,11/6/2016,UTA,NYK,C208,198
11744,2016-17,21600087,11/6/2016,UTA,NYK,C67,1
11745,2016-17,21600087,11/6/2016,UTA,NYK,C177,3
11746,2016-17,21600087,11/6/2016,UTA,NYK,C176,3600
11747,2016-17,21600087,11/6/2016,UTA,NYK,C124,348
11748,2016-17,21600087,11/6/2016,UTA,NYK,C189,9
11749,2016-17,21600087,11/6/2016,UTA,NYK,C224,17
11750,2016-17,21600087,11/6/2016,UTA,NYK,C51,14
11751,2016-17,21600087,11/6/2016,UTA,NYK,C42,1
11752,2016-17,21600087,11/6/2016,UTA,NYK,C212,14
11753,2016-17,21600087,11/6/2016,UTA,NYK,C201,10
11754,2016-17,21600087,11/6/2016,UTA,NYK,C199,507
11755,2016-17,21600087,11/6/2016,UTA,NYK,C166,1
11756,2016-17,21600087,11/6/2016,UTA,NYK,C89,1
11757,2016-17,21600087,11/6/2016,UTA,NYK,C139,3
11758,2016-17,21600087,11/6/2016,UTA,NYK,C14,37
11759,2016-17,21600087,11/6/2016,UTA,NYK,C172,2
11760,2016-17,21600087,11/6/2016,UTA,NYK,C183,939
11761,2016-17,21600087,11/6/2016,UTA,NYK,C99,3
11762,2016-17,21600087,11/6/2016,UTA,NYK,C91,68
11763,2016-17,21600087,11/6/2016,UTA,NYK,C59,8
11764,2016-17,21600087,11/6/2016,UTA,NYK,C125,1
11765,2016-17,21600087,11/6/2016,UTA,NYK,C169,748
11766,2016-17,21600087,11/6/2016,UTA,NYK,C195,1
11767,2016-17,21600087,11/6/2016,UTA,NYK,C38,16
11768,2016-17,21600087,11/6/2016,UTA,NYK,C116,165
11769,2016-17,21600087,11/6/2016,UTA,NYK,C62,7
11770,2016-17,21600087,11/6/2016,UTA,NYK,C101,52
11771,2016-17,21600087,11/6/2016,UTA,NYK,C190,63
11772,2016-17,21600087,11/6/2016,UTA,NYK,C145,4
11773,2016-17,21600087,11/6/2016,UTA,NYK,C50,181
11774,2016-17,21600087,11/6/2016,UTA,NYK,C35,28
11775,2016-17,21600087,11/6/2016,UTA,NYK,C71,84
11776,2016-17,21600087,11/6/2016,UTA,NYK,C182,391
11777,2016-17,21600087,11/6/2016,UTA,NYK,C44,6
11778,2016-17,21600087,11/6/2016,UTA,NYK,C122,244
11779,2016-17,21600087,11/6/2016,UTA,NYK,C31,21
11780,2016-17,21600087,11/6/2016,UTA,NYK,C222,15
11781,2016-17,21600087,11/6/2016,UTA,NYK,C94,12
11782,2016-17,21600087,11/6/2016,UTA,NYK,C213,140
11783,2016-17,21600087,11/6/2016,UTA,NYK,C7,1
11784,2016-17,21600087,11/6/2016,UTA,NYK,C65,401
11785,2016-17,21600087,11/6/2016,UTA,NYK,C78,2130
11786,2016-17,21600087,11/6/2016,UTA,NYK,C174,3
11787,2016-17,21600087,11/6/2016,UTA,NYK,C13,6
11788,2016-17,21600087,11/6/2016,UTA,NYK,C24,1
11789,2016-17,21600087,11/6/2016,UTA,NYK,C3,19
11790,2016-17,21600087,11/6/2016,UTA,NYK,C123,2900
11791,2016-17,21600087,11/6/2016,UTA,NYK,C108,9
11792,2016-17,21600087,11/6/2016,UTA,NYK,C25,2
11793,2016-17,21600087,11/6/2016,UTA,NYK,C12,321
11794,2016-17,21600087,11/6/2016,UTA,NYK,C37,1
11795,2016-17,21600087,11/6/2016,UTA,NYK,C179,6
11796,2016-17,21600087,11/6/2016,UTA,NYK,C135,20
11797,2016-17,21600087,11/6/2016,UTA,NYK,C21,17
11798,2016-17,21600087,11/6/2016,UTA,NYK,C100,9
11799,2016-17,21600087,11/6/2016,UTA,NYK,C159,2
11800,2016-17,21600087,11/6/2016,UTA,NYK,C136,2
11801,2016-17,21600087,11/6/2016,UTA,NYK,C66,4
11802,2016-17,21600087,11/6/2016,UTA,NYK,C155,1000
11803,2016-17,21600087,11/6/2016,UTA,NYK,C56,188
11804,2016-17,21600087,11/6/2016,UTA,NYK,C85,25
11805,2016-17,21600087,11/6/2016,UTA,NYK,C134,59
11806,2016-17,21600087,11/6/2016,UTA,NYK,C211,219
11807,2016-17,21600087,11/6/2016,UTA,NYK,C90,2
11808,2016-17,21600087,11/6/2016,UTA,NYK,C127,1
11809,2016-17,21600087,11/6/2016,UTA,NYK,C130,193
11810,2016-17,21600087,11/6/2016,UTA,NYK,C219,4
11811,2016-17,21600087,11/6/2016,UTA,NYK,C41,489
11812,2016-17,21600087,11/6/2016,UTA,NYK,C154,1180
11813,2016-17,21600087,11/6/2016,UTA,NYK,C2,21
11814,2016-17,21600087,11/6/2016,UTA,NYK,C143,872
11815,2016-17,21600087,11/6/2016,UTA,NYK,C64,4
11816,2016-17,21600087,11/6/2016,UTA,NYK,C76,10
11817,2016-17,21600087,11/6/2016,UTA,NYK,C40,20
11818,2016-17,21600087,11/6/2016,UTA,NYK,C70,12
11819,2016-17,21600087,11/6/2016,UTA,NYK,C75,394
11820,2016-17,21600087,11/6/2016,UTA,NYK,C105,54
11821,2016-17,21600087,11/6/2016,UTA,NYK,C92,1
11822,2016-17,21600087,11/6/2016,UTA,NYK,C149,1
11823,2016-17,21600087,11/6/2016,UTA,NYK,C218,796
11824,2016-17,21600087,11/6/2016,UTA,NYK,C156,25
11825,2016-17,21600087,11/6/2016,UTA,NYK,C16,1
11826,2016-17,21600087,11/6/2016,UTA,NYK,C23,126
11827,2016-17,21600087,11/6/2016,UTA,NYK,C141,128
11828,2016-17,21600087,11/6/2016,UTA,NYK,C103,70
11829,2016-17,21600087,11/6/2016,UTA,NYK,C165,49
11830,2016-17,21600087,11/6/2016,UTA,NYK,C180,2
11831,2016-17,21600087,11/6/2016,UTA,NYK,C214,1
11832,2016-17,21600087,11/6/2016,UTA,NYK,C80,84
11833,2016-17,21600087,11/6/2016,UTA,NYK,C104,2
11834,2016-17,21600087,11/6/2016,UTA,NYK,C53,17
11835,2016-17,21600087,11/6/2016,UTA,NYK,C26,10
11836,2016-17,21600087,11/6/2016,UTA,NYK,C60,1
11837,2016-17,21600087,11/6/2016,UTA,NYK,C140,1
11838,2016-17,21600087,11/6/2016,UTA,NYK,C191,402
11839,2016-17,21600087,11/6/2016,UTA,NYK,C161,1
11840,2016-17,21600087,11/6/2016,UTA,NYK,C146,31
11841,2016-17,21600087,11/6/2016,UTA,NYK,C6,6
11842,2016-17,21600087,11/6/2016,UTA,NYK,C221,1
11843,2016-17,21600087,11/6/2016,UTA,NYK,C203,14
11844,2016-17,21600087,11/6/2016,UTA,NYK,C57,1
11845,2016-17,21600087,11/6/2016,UTA,NYK,C186,1
11846,2016-17,21600087,11/6/2016,UTA,NYK,C215,622
11847,2016-17,21600087,11/6/2016,UTA,NYK,C144,7
11848,2016-17,21600087,11/6/2016,UTA,NYK,C95,2
11849,2016-17,21600087,11/6/2016,UTA,NYK,C9,324
11850,2016-17,21600087,11/6/2016,UTA,NYK,C133,8
11851,2016-17,21600087,11/6/2016,UTA,NYK,C142,1
11852,2016-17,21600087,11/6/2016,UTA,NYK,C18,9
11853,2016-17,21600087,11/6/2016,UTA,NYK,C160,1
11854,2016-17,21600087,11/6/2016,UTA,NYK,C72,429
